customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,MonthlyServiceCalls,City,PlanType,Churn
CUST_00854,5,110.65325656213433,753.7564383912766,Month-to-month,No,No internet service,Yes,Yes,Yes,15,Chennai,Premium,1
CUST_00855,66,27.496929963855788,1010.7721392377592,Two year,No,Yes,No,No internet service,Yes,9,Bangalore,Standard,0
CUST_00856,6,65.75047807081505,6084.25744688425,One year,No,No,Yes,No internet service,No,2,Pune,Standard,0
CUST_00857,50,108.5292745880942,652.3115770449502,Month-to-month,DSL,No,No,No internet service,No,16,Bangalore,Basic,1
CUST_00858,71,83.40910234420072,7797.48204072232,Two year,No,No internet service,No,No,No,9,Chennai,Basic,0
CUST_00859,41,60.19174560222528,6307.743441589825,Month-to-month,No,Yes,No internet service,No internet service,Yes,10,Mumbai,Premium,0
CUST_00860,63,47.866912407191215,2863.644891011999,One year,No,Yes,No,No internet service,No,19,Hyderabad,Standard,0
CUST_00861,14,56.260139342471696,3096.446725389319,Month-to-month,DSL,Yes,No internet service,Yes,No,9,Mumbai,Premium,0
CUST_00862,28,69.9120616629472,4314.099888003188,One year,No,No internet service,No,No internet service,No,17,Pune,Standard,0
CUST_00863,32,50.542480847026354,3079.742566566918,Two year,No,Yes,Yes,No internet service,Yes,0,Delhi,Premium,0
CUST_00864,26,116.83472193239457,6663.380253299794,Two year,Fiber optic,No,No internet service,Yes,No internet service,3,Pune,Basic,0
CUST_00865,35,113.1739206127468,8285.718759869904,Month-to-month,Fiber optic,Yes,No,No,Yes,2,Mumbai,Premium,1
CUST_00866,28,106.80848975786071,4975.911493946754,Two year,No,Yes,No internet service,No internet service,Yes,19,Bangalore,Standard,0
CUST_00867,37,61.02664322331065,3801.28861327598,Month-to-month,No,No internet service,Yes,Yes,No internet service,5,Hyderabad,Standard,0
CUST_00868,56,88.51278047219336,1907.570257755018,Month-to-month,Fiber optic,No internet service,Yes,No,Yes,5,Pune,Premium,1
CUST_00869,26,110.0885893176684,5560.422262059841,One year,DSL,No internet service,Yes,No,No internet service,16,Chennai,Basic,1
CUST_00870,54,104.74380774325066,5833.062941918199,Month-to-month,DSL,No internet service,Yes,No internet service,No internet service,18,Mumbai,Premium,1
CUST_00871,32,60.26135543006118,5829.7867286958335,One year,Fiber optic,No internet service,Yes,No,No internet service,16,Hyderabad,Premium,0
CUST_00872,67,29.463377030870593,246.88707423655188,Month-to-month,No,Yes,No internet service,No internet service,No internet service,16,Pune,Standard,1
CUST_00873,65,25.714297111124047,7644.353657802115,One year,Fiber optic,Yes,No internet service,No,Yes,16,Hyderabad,Standard,0
CUST_00874,9,76.86053261302166,2885.8198710062766,Two year,DSL,No internet service,No,No,No internet service,2,Bangalore,Basic,1
CUST_00875,4,83.54804939151502,6330.0139973690075,Month-to-month,Fiber optic,No internet service,No,No,No,13,Delhi,Premium,1
CUST_00876,37,104.68394566889646,6462.682186024913,One year,DSL,Yes,Yes,No internet service,No internet service,1,Hyderabad,Basic,0
CUST_00877,12,47.83653207478517,5536.007330285416,Month-to-month,No,No internet service,Yes,No,No internet service,3,Hyderabad,Premium,0
CUST_00878,30,35.08199003610433,3367.2578493098863,One year,No,No,No internet service,Yes,Yes,17,Mumbai,Basic,0
CUST_00879,46,56.65859498417635,5178.31492703777,One year,No,Yes,Yes,Yes,No,1,Chennai,Premium,0
CUST_00880,51,54.06466261049206,358.965299249309,Month-to-month,DSL,No,Yes,No,No internet service,11,Mumbai,Basic,1
CUST_00881,55,31.511833309821185,6480.400109337821,Month-to-month,Fiber optic,Yes,Yes,No internet service,No,14,Bangalore,Premium,0
CUST_00882,14,86.57283055634151,862.7109151209706,Two year,No,Yes,No,Yes,No internet service,12,Hyderabad,Standard,0
CUST_00883,28,69.88657795439634,3383.2413526322216,Two year,DSL,Yes,No internet service,No,Yes,10,Delhi,Premium,0
CUST_00884,7,91.55452112370617,896.8945569742465,Two year,No,Yes,No,Yes,No,6,Hyderabad,Premium,1
CUST_00885,4,53.97449425731294,7118.065449437559,Month-to-month,Fiber optic,Yes,Yes,Yes,No,8,Delhi,Standard,1
CUST_00886,28,51.22162558092563,4685.664901123806,Two year,No,Yes,Yes,Yes,Yes,14,Delhi,Premium,0
CUST_00887,46,66.20273701047327,5878.681329275769,One year,DSL,Yes,No,Yes,Yes,2,Pune,Basic,0
CUST_00888,67,107.49554923030499,5807.661964605043,Month-to-month,DSL,No internet service,No,Yes,Yes,9,Pune,Premium,1
CUST_00889,44,22.108693286865993,7156.504056927435,One year,No,No internet service,No internet service,No,Yes,7,Delhi,Basic,0
CUST_00890,1,100.09294736424015,1142.4536791734322,One year,No,No internet service,Yes,Yes,No,5,Chennai,Standard,0
CUST_00891,26,55.63673649109116,5613.814086914227,One year,DSL,No,Yes,No,Yes,13,Mumbai,Basic,0
CUST_00892,35,105.17114063042473,4896.287049451822,Month-to-month,No,Yes,No,Yes,No,5,Pune,Standard,1
CUST_00893,35,99.82470690125736,280.06939364989705,Month-to-month,No,No internet service,No internet service,No internet service,No internet service,18,Bangalore,Basic,1
CUST_00894,25,53.573647234401015,1726.4691126350112,Two year,No,No internet service,No internet service,No,No internet service,8,Pune,Standard,0
CUST_00895,42,88.77540660280484,2287.541813970069,Two year,Fiber optic,No internet service,Yes,No internet service,Yes,8,Chennai,Premium,0
CUST_00896,26,34.282541190890896,633.4231763901873,Two year,Fiber optic,Yes,Yes,No internet service,Yes,19,Chennai,Basic,0
CUST_00897,68,109.42071832070638,3026.733393633634,Two year,Fiber optic,Yes,No,Yes,No,15,Delhi,Standard,0
CUST_00898,19,59.25808857409476,248.73167892466483,One year,No,No,Yes,Yes,No,12,Chennai,Premium,0
CUST_00899,10,64.47381276623042,4710.102381330062,Month-to-month,DSL,No,No,Yes,No internet service,12,Bangalore,Premium,1
CUST_00900,37,89.98742320577246,1811.9511476377559,Two year,No,Yes,Yes,Yes,No,11,Bangalore,Standard,0
CUST_00901,5,101.7257041438948,2452.3603409290226,One year,No,No,Yes,Yes,Yes,19,Hyderabad,Standard,0
CUST_00902,71,42.10695981947738,7740.620333184832,Month-to-month,Fiber optic,No internet service,Yes,No internet service,No internet service,1,Chennai,Basic,0
CUST_00903,22,85.45771426745354,4282.892514265743,Month-to-month,DSL,No,No internet service,No internet service,No internet service,3,Pune,Standard,0
CUST_00904,46,57.98380047669315,2299.7761648151354,Month-to-month,Fiber optic,No internet service,Yes,Yes,Yes,6,Hyderabad,Premium,0
CUST_00905,45,55.607698248404056,5094.152633460098,One year,DSL,No,Yes,Yes,No,18,Pune,Standard,0
CUST_00906,11,88.38263404194677,1728.5771105460979,Two year,No,No internet service,No internet service,No,Yes,2,Bangalore,Basic,0
CUST_00907,12,57.4926939639053,649.024206651816,Month-to-month,No,No,No internet service,No,No,10,Chennai,Basic,0
CUST_00908,61,53.30306701676958,195.32769802307882,One year,No,No,Yes,No internet service,No internet service,18,Delhi,Basic,0
CUST_00909,59,103.26061762887673,8088.869362881405,Month-to-month,DSL,Yes,No internet service,No internet service,Yes,13,Delhi,Basic,1
CUST_00910,42,28.33016463076265,6164.149010381912,One year,Fiber optic,Yes,No internet service,No internet service,No internet service,16,Chennai,Basic,0
CUST_00911,67,86.9410475286815,6803.160193815987,Two year,Fiber optic,No internet service,No internet service,Yes,No internet service,4,Pune,Basic,0
CUST_00912,4,43.36999016664372,8338.144170412852,Two year,Fiber optic,Yes,No internet service,No internet service,Yes,13,Hyderabad,Standard,0
CUST_00913,36,19.58082066627141,7920.074662352794,Month-to-month,DSL,No internet service,No,No internet service,No internet service,6,Hyderabad,Basic,1
CUST_00914,71,35.00995542501458,6268.49775084341,Two year,DSL,Yes,Yes,No internet service,No,11,Delhi,Standard,0
CUST_00915,30,79.87947603713852,5904.398326207467,Two year,No,Yes,No,No,Yes,16,Hyderabad,Standard,0
CUST_00916,8,90.33097353156562,2875.161674005865,One year,Fiber optic,No internet service,Yes,No internet service,No,19,Delhi,Premium,0
CUST_00917,50,20.147893922744643,900.2743297260563,One year,DSL,No,No internet service,No internet service,No,17,Mumbai,Standard,0
CUST_00918,28,21.715395216775455,4884.314655253779,Month-to-month,Fiber optic,No internet service,No,No,No,0,Delhi,Standard,1
CUST_00919,39,110.05929571398121,4905.780448941439,One year,Fiber optic,No internet service,No internet service,No internet service,Yes,10,Mumbai,Standard,0
CUST_00920,40,25.477193447599422,8094.876654896341,Two year,DSL,No internet service,No internet service,Yes,No,3,Chennai,Basic,0
CUST_00921,10,109.20658017889026,3771.8855821046186,One year,DSL,Yes,No internet service,No,Yes,11,Mumbai,Standard,1
CUST_00922,22,41.27292320259239,5877.430269364072,Two year,No,Yes,Yes,No internet service,No,4,Bangalore,Premium,0
CUST_00923,0,93.48181561613771,4894.900861578994,Month-to-month,No,Yes,No internet service,No,Yes,14,Pune,Standard,0
CUST_00924,45,49.592791392493226,1517.2802632351,Two year,No,No internet service,Yes,No internet service,No,19,Hyderabad,Basic,0
CUST_00925,20,105.59270661213675,5039.8894583772035,One year,Fiber optic,No,Yes,No internet service,No internet service,2,Mumbai,Standard,0
CUST_00926,35,89.4463962732845,4599.26992881544,One year,Fiber optic,No,No internet service,No,No,14,Bangalore,Basic,0
CUST_00927,53,58.9849727773729,4207.310640339154,One year,No,No internet service,Yes,Yes,No internet service,7,Bangalore,Basic,0
CUST_00928,56,25.782850325756115,4372.853323206363,One year,Fiber optic,No internet service,No,No,No internet service,10,Hyderabad,Basic,0
CUST_00929,0,92.73541875482232,1408.9459781551395,Month-to-month,Fiber optic,No,Yes,Yes,No,11,Delhi,Standard,1
CUST_00930,62,80.92224510844852,3949.2181162985244,Two year,Fiber optic,Yes,No internet service,Yes,No,2,Bangalore,Standard,0
CUST_00931,53,18.29699521904645,5155.151051590784,One year,Fiber optic,No internet service,No internet service,No,No internet service,5,Pune,Standard,0
CUST_00932,54,18.960825309189424,4169.508103250745,Two year,DSL,No,No,No internet service,Yes,7,Mumbai,Premium,1
CUST_00933,39,100.49688326565479,4163.0363070599815,Month-to-month,DSL,No,No,Yes,No,6,Hyderabad,Premium,0
CUST_00934,14,44.45877335778909,675.5052144641054,Two year,No,No,Yes,No,No internet service,16,Mumbai,Basic,0
CUST_00935,20,82.88563410826269,1636.1463574058162,One year,No,Yes,Yes,No internet service,Yes,15,Delhi,Premium,0
CUST_00936,46,64.32987081605523,2740.4903801217965,Two year,Fiber optic,No,No,No internet service,No,16,Hyderabad,Standard,0
CUST_00937,72,106.06986148122026,3574.9012024795397,One year,Fiber optic,No,No internet service,No internet service,Yes,12,Bangalore,Standard,0
CUST_00938,52,111.53003353645384,5055.777398808681,One year,DSL,No,No internet service,No,No internet service,3,Mumbai,Standard,0
CUST_00939,8,119.67438669324311,7340.8931765646,Month-to-month,Fiber optic,No internet service,No,No,No,9,Pune,Premium,1
CUST_00940,51,33.67578185233918,1368.0353084679628,Month-to-month,Fiber optic,No internet service,No,No internet service,Yes,15,Mumbai,Basic,0
CUST_00941,56,106.0223327404985,145.97667224711444,Two year,No,No internet service,No internet service,No internet service,No,18,Pune,Premium,0
CUST_00942,25,45.13418042633778,3828.4293432413174,Two year,Fiber optic,No,No internet service,No internet service,Yes,6,Bangalore,Basic,0
CUST_00943,40,78.2632192393418,3683.0967758454294,One year,DSL,No,Yes,No internet service,Yes,17,Bangalore,Standard,0
CUST_00944,34,69.58882905465951,4699.226135276052,One year,Fiber optic,Yes,No,No,No,12,Delhi,Basic,0
CUST_00945,62,19.83478942038354,7085.387064773067,One year,Fiber optic,No,No,No internet service,No,3,Delhi,Premium,0
CUST_00946,24,113.14267055042167,6823.622193433378,One year,Fiber optic,Yes,No,Yes,No,17,Bangalore,Premium,0
CUST_00947,37,25.98935962522028,866.5671385353551,Month-to-month,Fiber optic,No,No internet service,Yes,No internet service,15,Hyderabad,Premium,0
CUST_00948,1,88.19832977958906,7940.148700151546,One year,Fiber optic,Yes,Yes,No,No,17,Bangalore,Standard,0
CUST_00949,6,98.07069729324273,954.5348956286399,Month-to-month,DSL,No internet service,No internet service,Yes,Yes,15,Bangalore,Standard,0
CUST_00950,33,99.1193606028638,5400.4270533873905,Two year,No,No,No,Yes,No,8,Chennai,Premium,1
CUST_00951,16,31.82044093074217,5721.350182277673,Two year,Fiber optic,Yes,No,Yes,No internet service,1,Hyderabad,Standard,1
CUST_00952,42,63.65213495181315,5784.720846626234,Month-to-month,No,No internet service,No,No,No internet service,5,Hyderabad,Premium,1
CUST_00953,58,102.60174478426595,2268.7086381506656,One year,No,No internet service,No,Yes,No,5,Pune,Basic,0
CUST_00954,50,48.87327945863298,2819.9870683506615,Two year,DSL,No,No,No internet service,Yes,5,Delhi,Basic,0
CUST_00955,53,65.71036488821568,4671.877255017184,Month-to-month,No,Yes,No internet service,Yes,No internet service,13,Delhi,Standard,0
CUST_00956,23,45.82497705538427,1710.9011393764345,Two year,Fiber optic,Yes,Yes,Yes,Yes,10,Delhi,Standard,0
CUST_00957,24,65.28224462430308,190.27338816248505,One year,Fiber optic,Yes,No,Yes,No internet service,16,Mumbai,Standard,0
CUST_00958,70,108.55946810447377,4786.109263141739,Month-to-month,Fiber optic,No internet service,No,No internet service,No internet service,3,Hyderabad,Standard,1
CUST_00959,51,64.42267156534248,3964.492847805846,Two year,Fiber optic,Yes,No,No,Yes,3,Chennai,Basic,0
CUST_00960,69,74.70302574158067,5588.394091187405,One year,DSL,No internet service,No internet service,No,Yes,18,Delhi,Premium,0
CUST_00961,32,59.20558089691452,1262.3142842211034,Month-to-month,No,Yes,No internet service,Yes,No internet service,15,Delhi,Premium,1
CUST_00962,48,64.93195268673921,7150.72495591112,Month-to-month,DSL,No internet service,No,No internet service,Yes,7,Delhi,Standard,1
CUST_00963,28,19.54776830273501,1258.2506651221925,Month-to-month,No,No,No,Yes,No,18,Delhi,Premium,0
CUST_00964,62,46.94204201596651,7578.376456592359,Month-to-month,DSL,No internet service,No,No,No,19,Delhi,Standard,1
CUST_00965,21,62.53133561766609,3830.838585956753,Two year,DSL,Yes,No,No,No internet service,0,Mumbai,Premium,0
CUST_00966,25,82.64729155125835,4681.4482099991965,Month-to-month,DSL,No internet service,No,No internet service,No,3,Chennai,Standard,1
CUST_00967,27,63.905296916497,7622.802891646552,Month-to-month,Fiber optic,Yes,No internet service,No internet service,No internet service,11,Hyderabad,Standard,0
CUST_00968,48,52.45733841879953,2561.8624771824825,Month-to-month,Fiber optic,No,No,No,Yes,18,Chennai,Premium,1
CUST_00969,70,57.58607100510403,1560.2565821174471,Month-to-month,DSL,No internet service,No,No,Yes,1,Bangalore,Standard,0
CUST_00970,48,42.71391957844759,3798.8652477906057,Month-to-month,No,No,No,No,No,5,Pune,Premium,1
CUST_00971,19,112.29841684295339,2090.7228323720087,One year,No,No internet service,No internet service,Yes,Yes,19,Hyderabad,Basic,1
CUST_00972,62,71.2178090306733,4495.172057684969,Two year,Fiber optic,No internet service,No,No,No,2,Delhi,Standard,0
CUST_00973,60,19.367764294956558,2352.737206216692,One year,DSL,No,No internet service,No,No internet service,2,Bangalore,Standard,0
CUST_00974,48,19.983518358793756,7350.600240920666,Two year,Fiber optic,No,Yes,No internet service,No,0,Pune,Basic,0
CUST_00975,70,117.24208676510824,5169.327191530031,Month-to-month,Fiber optic,No internet service,No internet service,No,No,8,Bangalore,Standard,0
CUST_00976,0,40.58799092007099,20.041360759297024,Two year,Fiber optic,No internet service,No,No,Yes,6,Bangalore,Basic,0
CUST_00977,12,100.1720454590601,6850.028217554273,Month-to-month,DSL,No internet service,No internet service,No internet service,Yes,8,Bangalore,Premium,1
CUST_00978,50,23.944080759178597,2818.8610401111696,Month-to-month,DSL,No,No,No,Yes,0,Delhi,Basic,1
CUST_00979,55,111.95859914284401,2734.004121602346,One year,Fiber optic,Yes,No internet service,No internet service,No,7,Pune,Premium,0
CUST_00980,61,107.1905343740012,3267.138772524552,One year,DSL,No,No internet service,No internet service,Yes,17,Bangalore,Basic,1
CUST_00981,31,76.25150256832049,5363.886763209172,One year,No,No internet service,Yes,No internet service,No internet service,2,Chennai,Basic,0
CUST_00982,29,18.91786304289209,3767.5589455637996,Two year,No,No internet service,No internet service,No internet service,No,16,Delhi,Basic,0
CUST_00983,28,44.29670915038044,5350.0867060042165,Two year,Fiber optic,No,Yes,No internet service,No,6,Bangalore,Standard,0
CUST_00984,48,59.49591003464343,1262.9940809147909,One year,No,No internet service,Yes,No internet service,No,10,Bangalore,Standard,0
CUST_00985,44,64.9265399082513,8246.934988093295,One year,Fiber optic,No internet service,No internet service,No internet service,No internet service,4,Chennai,Standard,0
CUST_00986,29,48.36323337336195,6206.520527045333,Month-to-month,Fiber optic,No internet service,No internet service,No,No internet service,12,Pune,Standard,0
CUST_00987,15,21.360682561044058,2140.2566830870446,Two year,Fiber optic,No internet service,No internet service,Yes,Yes,10,Mumbai,Premium,0
CUST_00988,39,78.19299540450729,6160.409160290249,Month-to-month,DSL,No internet service,Yes,No,Yes,2,Mumbai,Basic,0
CUST_00989,18,71.4637761048651,4895.365920011225,Two year,DSL,Yes,No,No internet service,No,12,Chennai,Premium,0
CUST_00990,17,46.86606481376593,944.1410674946112,One year,DSL,No,No,No internet service,Yes,19,Pune,Basic,1
CUST_00991,0,21.873548692099867,1529.4620920168854,Two year,DSL,No,Yes,No,No internet service,5,Mumbai,Basic,0
CUST_00992,46,119.4486070966379,368.37565977786454,Two year,Fiber optic,No,Yes,Yes,Yes,14,Hyderabad,Premium,0
CUST_00993,65,67.16259105629341,6881.957323944645,Month-to-month,DSL,Yes,No internet service,No,Yes,1,Pune,Basic,1
CUST_00994,37,95.11243266095586,4697.559711512783,One year,No,Yes,No internet service,No,No,1,Hyderabad,Standard,1
CUST_00995,50,64.13603157523622,2704.6620378510975,One year,No,No,No,No,No internet service,13,Pune,Standard,0
CUST_00996,62,22.403369668020026,1089.6574590031928,One year,DSL,No,No,Yes,No internet service,1,Hyderabad,Premium,0
CUST_00997,3,49.579275998721,4123.677119895936,Month-to-month,No,No,No,No internet service,No internet service,4,Mumbai,Premium,1
CUST_00998,0,50.65123438260192,4473.266742861557,Month-to-month,No,No internet service,No internet service,Yes,Yes,15,Hyderabad,Premium,0
CUST_00999,7,103.51199621299963,5971.9271853166465,Month-to-month,DSL,Yes,No internet service,No,No internet service,7,Hyderabad,Standard,1
CUST_01000,28,84.73145775598718,8245.00741901223,Two year,Fiber optic,Yes,Yes,No,Yes,7,Mumbai,Basic,1
CUST_01001,54,46.09385017122623,3707.2079889153524,Two year,Fiber optic,No internet service,No internet service,Yes,No,10,Chennai,Premium,0
CUST_01002,2,116.70947537522677,3461.9821403334404,Month-to-month,Fiber optic,Yes,No,Yes,No internet service,12,Pune,Basic,1
CUST_01003,31,50.797266904582884,3155.746298933419,Month-to-month,DSL,No,Yes,No internet service,No,14,Delhi,Basic,0
CUST_01004,9,119.81987063452948,7031.968595856915,One year,Fiber optic,Yes,No internet service,No internet service,Yes,3,Hyderabad,Premium,1
CUST_01005,33,119.60869670336685,1343.8826719083356,Two year,Fiber optic,No internet service,No,Yes,No internet service,7,Pune,Premium,1
CUST_01006,54,37.503472810167665,2934.2210486328286,Two year,No,No,No internet service,No internet service,Yes,15,Mumbai,Standard,0
CUST_01007,31,49.89959385121682,6167.202366953065,One year,Fiber optic,Yes,Yes,No,No internet service,15,Delhi,Premium,0
CUST_01008,49,67.57650824543472,151.12444157463105,One year,DSL,No,No internet service,Yes,Yes,9,Delhi,Standard,0
CUST_01009,6,85.73826845708487,2472.5272976235024,One year,Fiber optic,Yes,No,No internet service,Yes,1,Pune,Standard,1
CUST_01010,7,71.86083979838753,5458.754834485449,Month-to-month,No,No,Yes,No,Yes,17,Bangalore,Basic,0
CUST_01011,64,116.88302985149019,1595.2456952428254,Month-to-month,No,No internet service,No,Yes,No,15,Delhi,Standard,0
CUST_01012,56,91.84689475204053,2585.5910473120684,Month-to-month,No,No internet service,Yes,No internet service,No internet service,3,Hyderabad,Basic,1
CUST_01013,66,39.628574637063394,4140.63432176675,Month-to-month,No,Yes,No internet service,No,Yes,19,Chennai,Standard,1
CUST_01014,58,28.719950121791108,3597.6038865548862,Month-to-month,Fiber optic,Yes,No internet service,Yes,No internet service,18,Pune,Premium,0
CUST_01015,71,88.21693165235439,917.3226252015235,Two year,No,No,No,No internet service,Yes,7,Hyderabad,Basic,0
CUST_01016,53,34.16214889843782,7976.1120033722755,Two year,No,No internet service,No internet service,No,No internet service,19,Bangalore,Premium,0
CUST_01017,66,98.34303771424692,393.6908559773109,Two year,No,No,Yes,No,Yes,7,Delhi,Basic,0
CUST_01018,50,49.72574006055437,6377.318059978342,One year,Fiber optic,No internet service,No internet service,No,Yes,13,Pune,Standard,0
CUST_01019,7,51.34311283167187,623.8079443951976,Two year,DSL,No,No internet service,No,No,15,Bangalore,Basic,0
CUST_01020,33,19.10143602373022,3981.603001258723,One year,No,No,No internet service,Yes,No internet service,5,Hyderabad,Premium,0
CUST_01021,34,89.50314924369415,1505.8385758211964,Two year,No,No,No internet service,No,No,17,Hyderabad,Basic,0
CUST_01022,31,29.55351481259795,1214.7915093101442,Month-to-month,No,Yes,No internet service,Yes,Yes,7,Hyderabad,Premium,0
CUST_01023,45,96.83381890127885,1085.866637026912,Two year,Fiber optic,No internet service,No internet service,Yes,No,18,Chennai,Basic,0
CUST_01024,15,68.1705178355551,3858.5362524498937,Month-to-month,Fiber optic,Yes,No internet service,No internet service,No,3,Hyderabad,Standard,0
CUST_01025,67,97.99654112536605,4390.343001423013,Month-to-month,No,Yes,No internet service,Yes,No,3,Hyderabad,Basic,1
CUST_01026,36,77.56050699816961,1149.367274230368,Two year,DSL,No,No,No,No,6,Delhi,Premium,0
CUST_01027,53,26.408193745937055,8325.234584118243,Two year,No,No internet service,No,Yes,No internet service,7,Pune,Standard,0
CUST_01028,13,96.09653834392867,2204.3702523653765,Month-to-month,DSL,Yes,No internet service,Yes,No,8,Pune,Basic,0
CUST_01029,54,25.119547459264474,3909.8922425108067,One year,DSL,No,No,No internet service,Yes,0,Pune,Standard,0
CUST_01030,47,66.8275754980719,1852.3983875793838,One year,Fiber optic,No internet service,No internet service,Yes,Yes,16,Chennai,Premium,0
CUST_01031,6,35.57961984278626,4207.451878703046,Two year,Fiber optic,No internet service,No internet service,No internet service,No,6,Pune,Standard,0
CUST_01032,6,94.73818815374426,6430.532652469674,Month-to-month,Fiber optic,Yes,No internet service,Yes,No,19,Delhi,Premium,1
CUST_01033,32,110.9823052362249,4437.987285245908,One year,DSL,No,No,No internet service,No,9,Bangalore,Basic,0
CUST_01034,22,74.52086866254398,2440.8737214305443,Two year,DSL,Yes,Yes,Yes,Yes,0,Mumbai,Premium,0
CUST_01035,18,71.7690240185164,2124.9000352812627,Two year,DSL,No internet service,No internet service,No,No,17,Pune,Premium,0
CUST_01036,18,95.92424602521302,6455.281633617868,Month-to-month,Fiber optic,Yes,No internet service,Yes,No internet service,13,Delhi,Premium,0
CUST_01037,35,18.518038923524177,1020.896206510165,One year,Fiber optic,No,Yes,No internet service,No,18,Pune,Premium,0
CUST_01038,28,111.6113815487864,3156.055805550585,Two year,Fiber optic,No internet service,No,No internet service,No internet service,17,Chennai,Basic,0
CUST_01039,59,38.13977934329543,1302.8764026582555,One year,No,No,Yes,No,No,12,Delhi,Premium,0
CUST_01040,1,118.3801261502762,2206.150984075796,Two year,DSL,No,No internet service,No,Yes,6,Mumbai,Premium,1
CUST_01041,0,93.09790269196714,1313.0591779373644,Two year,DSL,No internet service,Yes,No internet service,Yes,1,Delhi,Basic,0
CUST_01042,46,96.97361706546845,7539.604417456863,One year,No,No,No internet service,No,No,6,Pune,Premium,0
CUST_01043,68,84.93270399810787,6226.011416028536,One year,DSL,No,No,Yes,No internet service,9,Pune,Basic,0
CUST_01044,19,66.10964464408636,4775.784900947425,Month-to-month,DSL,No,No,Yes,Yes,16,Mumbai,Basic,1
CUST_01045,10,76.30602472283888,1921.5747372071116,Month-to-month,No,No internet service,No,No,Yes,4,Chennai,Premium,0
CUST_01046,1,22.733094373542816,4345.7439483035705,Month-to-month,DSL,No,No internet service,Yes,Yes,8,Delhi,Standard,1
CUST_01047,66,81.64386996206545,4435.707257088308,Month-to-month,Fiber optic,Yes,No,Yes,No,3,Chennai,Basic,1
CUST_01048,11,81.86200640267876,5025.804400996432,One year,No,Yes,Yes,No,No,19,Chennai,Basic,1
CUST_01049,19,108.90248133498457,527.6423035632081,Month-to-month,DSL,No,No,No internet service,No,14,Bangalore,Standard,1
CUST_01050,4,69.57694845788238,8270.154519690463,One year,Fiber optic,Yes,No internet service,Yes,No internet service,13,Bangalore,Standard,1
CUST_01051,36,25.868726156778223,3965.8533486319407,Two year,DSL,Yes,Yes,No,No,17,Delhi,Premium,0
CUST_01052,37,49.231983889172284,7876.842507908594,One year,No,No internet service,Yes,No internet service,No internet service,9,Delhi,Standard,0
CUST_01053,8,84.87420003566038,101.19242900394745,Month-to-month,Fiber optic,No,Yes,Yes,No,15,Pune,Basic,0
CUST_01054,52,42.40440400064932,2117.79031177869,One year,DSL,No internet service,Yes,Yes,No internet service,19,Pune,Standard,0
CUST_01055,43,46.6138378292509,900.0904273977127,One year,No,No,No internet service,No,No internet service,9,Chennai,Basic,0
CUST_01056,23,101.68783966880706,6545.884416323172,One year,DSL,Yes,No,Yes,No,8,Bangalore,Premium,1
CUST_01057,29,77.60061263979631,2733.3006706623405,One year,DSL,No internet service,Yes,No internet service,No internet service,15,Delhi,Standard,0
CUST_01058,58,69.8697980409044,7147.057456382366,One year,Fiber optic,No internet service,No,No,Yes,4,Delhi,Standard,1
CUST_01059,13,50.48210061419204,7078.292672001899,Month-to-month,DSL,Yes,No,No,Yes,18,Delhi,Premium,0
CUST_01060,8,92.5546596651694,5682.235432585326,One year,No,Yes,No,No,No,0,Bangalore,Premium,0
CUST_01061,39,47.34728031798299,5665.161257660014,Month-to-month,No,No,No,No,Yes,0,Delhi,Standard,0
CUST_01062,65,93.18047879970587,5956.754508164331,Two year,Fiber optic,No,No internet service,No internet service,No,4,Chennai,Standard,0
CUST_01063,24,25.150350987279083,5732.864845329747,One year,Fiber optic,Yes,Yes,No internet service,No internet service,6,Delhi,Standard,0
CUST_01064,72,106.18321684137253,3299.7566898786486,Two year,DSL,Yes,Yes,No internet service,Yes,14,Hyderabad,Standard,0
CUST_01065,21,68.95577926434515,5809.744081230407,Month-to-month,No,No internet service,No,No internet service,No internet service,10,Pune,Basic,0
CUST_01066,3,62.72781770329494,7629.805912689586,One year,Fiber optic,No internet service,Yes,No internet service,No,11,Mumbai,Standard,0
CUST_01067,25,80.3243879772763,2838.888358097522,Two year,DSL,No,No,No internet service,No,16,Chennai,Basic,1
CUST_01068,57,81.66759143541958,8032.548720355237,Month-to-month,DSL,No internet service,No internet service,No,No internet service,16,Delhi,Premium,0
CUST_01069,28,31.467588042779546,133.19902855736484,Two year,No,Yes,Yes,No,No,16,Hyderabad,Basic,0
CUST_01070,36,95.13582616125375,2978.9180895657414,One year,No,Yes,No,No,Yes,3,Bangalore,Premium,0
CUST_01071,69,46.144686390906415,1138.4586434631744,One year,DSL,Yes,Yes,No internet service,No,1,Chennai,Standard,0
CUST_01072,17,110.30611177733122,1091.9893899598908,One year,No,Yes,No,No,Yes,9,Chennai,Premium,1
CUST_01073,41,101.42076766831292,6934.4729682061225,Month-to-month,DSL,No,Yes,No internet service,No,4,Delhi,Premium,0
CUST_01074,40,53.319136236544345,7807.600045710543,Two year,DSL,Yes,No internet service,No,Yes,9,Bangalore,Basic,0
CUST_01075,37,100.38940790647288,6614.945512404184,Month-to-month,No,Yes,Yes,No internet service,No,9,Delhi,Premium,1
